,nums,labels
0,firehundrede og enogtredive; femhundrede og treogfyrre,1
487,femhundrede og syvoghalvfjerds; syvhundrede og halvfjerds,1
488,tohundrede og toogfyrre; sekshundrede og syvogfirs,1
489,firehundrede og et; ottehundrede og seks,1
490,syvhundrede og nioghalvfems; femhundrede og nioghalvtreds,0
491,femhundrede og fjorten; nihundrede og tyve,1
492,tohundrede og elleve; nihundrede og enoghalvfems,1
493,nihundrede og toogfirs; femogtreds,0
494,ethundrede og toogtreds; ottehundrede og nioghalvfems,1
495,niogfirs; sekshundrede og toogtyve,1
496,ethundrede og nitten; firehundrede og otteoghalvtreds,1
497,ethundrede og otte; fireoghalvfems,0
498,femhundrede og femogtyve; elleve,0
499,femhundrede og treogfirs; sekshundrede og et,1
500,ethundrede og femoghalvfems; nihundrede og seksoghalvtreds,1
501,tohundrede og fire; femhundrede og seksoghalvfems,1
502,nihundrede og fireogfirs; nihundrede og firs,0
503,femhundrede og niogfirs; femhundrede og niogtreds,0
504,femhundrede og niogtyve; syvhundrede og treoghalvfjerds,1
505,ottehundrede og treds; ethundrede og syvogtyve,0
506,sekshundrede og ni; ottehundrede og seksogtyve,1
507,firehundrede og treoghalvtreds; tohundrede og syvogtredive,0
508,sekshundrede og treoghalvfems; sekshundrede og enoghalvfems,0
509,femhundrede og toogtredive; ottehundrede og toogfirs,1
510,nihundrede; ottehundrede og treoghalvtreds,0
511,trehundrede og fireoghalvfems; trehundrede og seksoghalvfems,1
512,femhundrede og toogtyve; toogfirs,0
513,syvhundrede og syvogtreds; trehundrede og seksogtyve,0
514,firehundrede og otteogtreds; nihundrede og seksogtreds,1
515,ottehundrede og halvfjerds; trehundrede og fireogfirs,0
516,syvhundrede og fireoghalvtreds; firehundrede og fireoghalvfjerds,0
517,niogtyve; syvhundrede og seksoghalvfjerds,1
518,femoghalvfjerds; firehundrede og toogfyrre,1
519,sekshundrede og treogtredive; nihundrede og fireogfirs,1
520,trehundrede og seksoghalvtreds; seksogfyrre,0
521,sekshundrede og toogtredive; ethundrede og fireoghalvfems,0
522,syvhundrede og enogtyve; firehundrede og treds,0
523,trehundrede og enoghalvtreds; niogfyrre,0
524,syvhundrede og otteogtyve; firehundrede og treds,0
525,tohundrede og nioghalvfems; ethundrede og tooghalvfjerds,0
526,femhundrede og treogtyve; firehundrede og seksogfirs,0
527,trehundrede og tolv; ethundrede og fireogtredive,0
528,femhundrede og enogfyrre; ottehundrede og niogtyve,1
529,trehundrede og seksogfirs; ethundrede og syvoghalvtreds,0
530,ethundrede og halvfjerds; nihundrede og fireogtyve,1
531,syvogfirs; femhundrede og femoghalvfems,1
532,enoghalvtreds; trehundrede og fire,1
533,nihundrede og otteogtyve; nihundrede og toogtreds,1
534,nihundrede og otteogtreds; trehundrede og treogfirs,0
535,tohundrede og femogtreds; sekshundrede og seksogtreds,1
536,nihundrede og to; femhundrede og fireoghalvtreds,0
537,toogfyrre; ottehundrede og tooghalvfjerds,1
538,nihundrede og treoghalvfjerds; enogtreds,0
539,syvogfyrre; ottehundrede og syvoghalvfems,1
540,ethundrede og tredive; tre,0
541,trehundrede og toogtredive; femhundrede og fireoghalvtreds,1
542,femhundrede og nitten; ottehundrede og niogtyve,1
543,tohundrede og treds; sekshundrede og femogtyve,1
544,sekshundrede og syvogfyrre; femhundrede og syvoghalvfjerds,0
545,syvhundrede og enogtyve; tohundrede og fire,0
546,femhundrede og tolv; trehundrede og niogfyrre,0
547,syvhundrede og femogfirs; femhundrede og seksoghalvtreds,0
548,trehundrede og atten; nihundrede og tre,1
549,sekshundrede og toogfirs; syvhundrede og toogtredive,1
550,sekshundrede og syvoghalvfjerds; trehundrede og syvoghalvfems,0
551,ethundrede og fireogtreds; trehundrede og sytten,1
552,tohundrede og femogtreds; trehundrede og otteoghalvtreds,1
553,ethundrede og halvfjerds; femhundrede og niogtyve,1
554,ethundrede og otteogtreds; fireogtreds,0
555,ethundrede og halvtreds; femhundrede og enogtreds,1
556,nihundrede og treogtredive; trehundrede og otteogtyve,0
557,sekshundrede og fireoghalvfjerds; trehundrede og enogtreds,0
558,firehundrede og treoghalvfjerds; firehundrede og seksoghalvfems,1
559,nihundrede og femogtreds; syvhundrede og seksogtyve,0
560,ottehundrede og atten; trehundrede og otteogtyve,0
561,trehundrede og femogtredive; trehundrede og femoghalvfjerds,1
562,nitten; ottehundrede og syvogtreds,1
563,sekshundrede og toogfyrre; trehundrede og toogtredive,0
564,nihundrede og enogtreds; sekshundrede og toogfirs,0
565,nihundrede og otteoghalvtreds; ethundrede og toogfyrre,0
566,toogfirs; ottehundrede og syvogtyve,1
567,sekshundrede og syvogtredive; sekshundrede og nioghalvfems,1
568,firehundrede og nitten; femogfyrre,0
569,firehundrede og toogtyve; ti,0
570,ethundrede og halvtreds; nihundrede og otteoghalvtreds,1
571,nihundrede og toogtyve; trehundrede og seksoghalvtreds,0
572,femhundrede og toogtyve; trehundrede og otteogfirs,0
573,tohundrede og otteogtreds; sekshundrede og enogtredive,1
574,ethundrede og seksoghalvfjerds; trehundrede og syvoghalvtreds,1
575,sekshundrede og toogtredive; firehundrede og femoghalvtreds,0
576,fem; ethundrede og seks,1
577,tohundrede og seksogfyrre; syvoghalvfems,0
578,firehundrede og syvoghalvtreds; syvhundrede og tredive,1
579,tohundrede og fireoghalvfjerds; firehundrede og otteogtredive,1
580,tohundrede og enogfyrre; sekshundrede og seks,1
581,sekshundrede og syvoghalvtreds; femhundrede og fyrre,0
582,ethundrede og atten; treogtreds,0
583,ethundrede og seksogfyrre; nihundrede og syvoghalvtreds,1
584,firehundrede og fireoghalvfjerds; nihundrede og fire,1
585,firehundrede og femogtreds; trehundrede og otteogfyrre,0
586,femhundrede og nitten; nihundrede og seksoghalvfjerds,1
587,ethundrede og treogfyrre; enogtyve,0
588,ottehundrede og treoghalvfems; ottehundrede og femogtredive,0
589,ethundrede og treogfyrre; ottehundrede og seksogfyrre,1
590,syvhundrede og seksogtreds; syvogtredive,0
591,ottehundrede og ti; femhundrede og tooghalvtreds,0
592,ethundrede og niogfirs; otteogtyve,0
593,ethundrede og tolv; ottehundrede og toogtyve,1
594,fireoghalvfems; firehundrede og tooghalvfjerds,1
595,femogfirs; ottehundrede og femoghalvfjerds,1
596,femhundrede og fireogtredive; firehundrede og ti,0
597,syvhundrede og fireogtreds; trehundrede og enogtredive,0
598,toogtyve; firehundrede og tooghalvfems,1
599,ethundrede og otteogtyve; firehundrede og niogtyve,1
600,sekshundrede og toogfyrre; tohundrede og seksogfirs,0
601,nihundrede og et; tohundrede og otteoghalvtreds,0
602,sekshundrede og halvtreds; fireogfirs,0
603,nihundrede og toogtreds; femhundrede og treogfyrre,0
604,tohundrede og femogtyve; seksogtredive,0
605,ethundrede og seksoghalvfems; femhundrede og fireoghalvfems,1
606,syvhundrede og femogtreds; trehundrede og otteogtredive,0
607,firehundrede og syvogtreds; trehundrede og femogfirs,0
608,fem; femhundrede og enogtyve,1
609,ottehundrede og syvogfirs; tohundrede og otteoghalvfems,0
610,femhundrede og otteoghalvfjerds; ottehundrede og fireogtredive,1
611,tohundrede og femten; ottehundrede og tredive,1
612,sekshundrede og syvoghalvfems; firehundrede og treoghalvtreds,0
613,nihundrede og elleve; tohundrede,0
614,tohundrede og femogtreds; nihundrede og tretten,1
615,nihundrede og femoghalvtreds; tohundrede og niogtreds,0
616,seksogfyrre; firehundrede og femoghalvfems,1
617,tohundrede og fire; trehundrede og femogtyve,1
618,femhundrede og treds; syvhundrede og otteogfyrre,1
619,tohundrede og to; sekshundrede og seksten,1
620,femhundrede og enoghalvtreds; nihundrede og fireogtredive,1
621,ottehundrede og niogtyve; trehundrede og syvogtredive,0
622,femogtreds; ottehundrede og syvoghalvfjerds,1
623,firehundrede og femogfirs; firehundrede og syvogtredive,0
624,ottehundrede og enogtyve; firehundrede og fireoghalvfems,0
625,firehundrede og niogtredive; tohundrede og elleve,0
626,ettusind; trehundrede og treoghalvfems,0
627,ethundrede og fireoghalvtreds; treoghalvfems,0
628,trehundrede og syv; firehundrede og otteogtyve,1
629,tohundrede; ethundrede og enoghalvtreds,0
630,nihundrede og tre; syvhundrede og syvogfirs,0
631,nihundrede og fireogtreds; trehundrede og atten,0
632,femhundrede og ti; femhundrede og niogtyve,1
633,ethundrede og tooghalvfems; syvhundrede og ni,1
634,firehundrede og niogtreds; syvhundrede og femogtreds,1
635,sekshundrede og toogtredive; ethundrede og enoghalvfems,0
636,femhundrede og nitten; syvhundrede og toogtreds,1
637,ethundrede og nioghalvfjerds; sekshundrede og tre,1
638,syvhundrede og tooghalvfjerds; tohundrede og fjorten,0
639,tohundrede og fire; ethundrede og fireogtreds,0
640,sekshundrede og fireogtreds; sekshundrede og toogfyrre,0
641,sekshundrede og fire; ottehundrede og firs,1
642,syvhundrede og fireogtyve; tohundrede og toogtreds,0
643,femhundrede og tre; nihundrede og femogtreds,1
644,syvhundrede og toogfyrre; sekshundrede og fireogtyve,0
645,syvhundrede og seks; sekshundrede og seksoghalvtreds,0
646,trehundrede og syvogtreds; trehundrede og otteogtyve,0
647,ottehundrede og treoghalvtreds; nihundrede og niogtreds,1
648,sekshundrede og toogtyve; ottehundrede og enogtyve,1
649,ethundrede og seks; ottehundrede og seksoghalvfjerds,1
650,sekshundrede og syvogtreds; firehundrede og enogtyve,0
651,firehundrede og enogtyve; ethundrede og nitten,0
652,syvhundrede og seksogtreds; femhundrede og tooghalvfjerds,0
653,ottehundrede og treogtredive; syvhundrede og otteoghalvfjerds,0
654,ottehundrede og fyrre; ethundrede og tooghalvfems,0
655,seksogfyrre; firehundrede og treogfirs,1
656,syvhundrede og niogfirs; trehundrede,0
657,trehundrede og tre; tohundrede og treds,0
658,sekshundrede og fem; syvhundrede og fireoghalvfems,1
659,tohundrede og tooghalvfems; sekshundrede og fem,1
660,nihundrede og fjorten; firehundrede og otteoghalvtreds,0
661,ethundrede og halvfjerds; femhundrede og enoghalvfems,1
662,firehundrede og seksogtyve; tohundrede og syvoghalvfems,0
663,ethundrede og tolv; syvhundrede og tretten,1
664,femhundrede og enoghalvfems; trehundrede og enoghalvfjerds,0
665,sekshundrede og enogtredive; ethundrede og enogtredive,0
666,tohundrede og fireoghalvfjerds; trehundrede og et,1
667,syvhundrede og tyve; ethundrede og femogtredive,0
668,nihundrede og tyve; tohundrede og treogtreds,0
669,syvhundrede og femoghalvtreds; nihundrede og femoghalvtreds,1
670,trehundrede og treogtreds; otteoghalvfjerds,0
671,ethundrede og syv; nihundrede og enogtreds,1
672,tohundrede og treoghalvtreds; femhundrede og enogfyrre,1
673,nihundrede og syvoghalvfems; halvtreds,0
674,femhundrede og femogtredive; ottehundrede og fireogfirs,1
675,firehundrede og seksten; tohundrede og halvfems,0
676,trehundrede og femoghalvfjerds; nihundrede og syvoghalvfems,1
677,firehundrede og femoghalvfjerds; firehundrede og seks,0
678,tohundrede og treogtyve; tohundrede og toogtyve,0
679,ethundrede og treoghalvfems; syvhundrede og fireogfyrre,1
680,fem; ethundrede og seksogfyrre,1
681,sekshundrede og treogfirs; femhundrede og halvtreds,0
682,ethundrede og tooghalvfjerds; trehundrede og et,1
683,firehundrede og halvtreds; trehundrede og seksogfyrre,0
684,ottehundrede og seksoghalvfems; ottehundrede og femoghalvtreds,0
685,nihundrede og fireogfirs; firehundrede og seksogtyve,0
686,firehundrede og firs; seksogfyrre,0
687,femogtredive; firehundrede og femogtyve,1
688,syvhundrede og fireoghalvfjerds; ottehundrede og syvogfyrre,1
689,femhundrede og syvogtreds; syvhundrede og tredive,1
690,firehundrede og treogfirs; trehundrede og otteogfirs,0
691,tohundrede og nitten; ethundrede og syvoghalvfjerds,0
692,trehundrede og toogfirs; toogfyrre,0
693,firehundrede og treogfirs; firehundrede og otteogtyve,0
694,syvhundrede og seksogfyrre; tohundrede og elleve,0
695,sekshundrede og treoghalvfems; nihundrede og enogtyve,1
696,fireoghalvfems; tohundrede og tooghalvfems,1
697,syvhundrede og tooghalvtreds; nihundrede og seksogtreds,1
698,firehundrede og fjorten; ethundrede og toogfyrre,0
699,trehundrede og toogtreds; trehundrede og otteoghalvfjerds,1
700,tohundrede og fem; nihundrede og femoghalvfems,1
701,firehundrede og femogfirs; ethundrede og femoghalvfems,0
702,femhundrede og tyve; syvhundrede og syvoghalvfems,1
703,trehundrede og femten; femhundrede og halvfjerds,1
704,femhundrede og fireogfirs; sekshundrede og tolv,1
705,ethundrede og elleve; ottehundrede og femogtredive,1
706,nihundrede og seksogfyrre; sekshundrede og treogtreds,0
707,treogtredive; syvhundrede og toogfirs,1
708,trehundrede og otteogtredive; trehundrede og seksoghalvtreds,1
709,sekshundrede og enoghalvtreds; nihundrede og seksoghalvtreds,1
710,seksogfirs; tohundrede og treoghalvfems,1
711,niogtreds; nihundrede og enoghalvfems,1
712,firehundrede og femogtreds; syvhundrede og toogtreds,1
713,ottehundrede og atten; trehundrede og sytten,0
714,sekshundrede og tooghalvfjerds; syvhundrede og toogfyrre,1
715,ethundrede og syvogtreds; femogtredive,0
716,trehundrede og to; trehundrede og seksten,1
717,trehundrede og enoghalvtreds; femhundrede og otteogtreds,1
718,tohundrede og treoghalvfjerds; ethundrede,0
719,ethundrede og femoghalvfems; toogfyrre,0
720,trehundrede og nioghalvfems; trehundrede og syvogtredive,0
721,firehundrede og otteoghalvfems; nihundrede og syvogtredive,1
722,trehundrede og treoghalvtreds; ethundrede og otteogtreds,0
723,syvhundrede og niogtreds; nihundrede,1
724,sekshundrede og tyve; syvhundrede og syv,1
725,ottehundrede og toogfyrre; enogtyve,0
726,tohundrede og niogfyrre; syvogfirs,0
727,trehundrede og niogfyrre; syvhundrede og syv,1
728,sekshundrede og fireogfyrre; syvhundrede og femoghalvtreds,1
729,trehundrede og otteogfirs; trehundrede og femoghalvfjerds,0
730,syvhundrede; femhundrede og fireogfyrre,0
731,treds; syvhundrede og to,1
732,ethundrede og tooghalvtreds; firehundrede og treogfyrre,1
733,femhundrede og niogfyrre; tooghalvtreds,0
734,syvhundrede og fireogtredive; femhundrede og et,0
735,sekshundrede og enoghalvtreds; ottehundrede og enoghalvtreds,1
736,syvhundrede og femoghalvfems; nihundrede og et,1
737,ottehundrede og enogtredive; nitten,0
738,sekshundrede og syvogtreds; sekshundrede og toogfyrre,0
739,syvhundrede og enoghalvtreds; ottehundrede og toogfirs,1
740,tohundrede og fireoghalvfems; ethundrede og tretten,0
741,nihundrede og femten; trehundrede og treogtredive,0
742,tohundrede og ti; ti,0
743,syvhundrede og syvogtyve; nihundrede og halvtreds,1
744,nihundrede og fire; syvhundrede og treoghalvtreds,0
745,sekshundrede og enogtredive; ethundrede og enogtredive,0
746,syvhundrede og nioghalvfjerds; firehundrede og fire,0
747,nihundrede og tooghalvtreds; ethundrede og enogfirs,0
748,ottehundrede og syvogfyrre; syvhundrede og seksogfyrre,0
749,tohundrede og toogfirs; femhundrede og tre,1
750,syvhundrede og femoghalvfjerds; ottehundrede og et,1
751,tohundrede og et; ethundrede og femoghalvfems,0
752,femhundrede og syvoghalvtreds; syvhundrede og femoghalvfems,1
753,firehundrede og otteoghalvfems; ethundrede,0
754,nihundrede og sytten; nihundrede og syvogtyve,1
755,seksogtreds; sekshundrede og tredive,1
756,trehundrede og syv; sekshundrede og syvogtreds,1
757,ottehundrede og enoghalvfems; firehundrede og seksoghalvfjerds,0
758,femhundrede og tooghalvfems; tohundrede og fireogfirs,0
759,trehundrede og tolv; nihundrede og toogtyve,1
760,ottehundrede og femogtreds; tohundrede og fireogfyrre,0
761,tohundrede og treds; ethundrede og tre,0
762,sekshundrede og femogtyve; syvhundrede og enogtyve,1
763,ethundrede og syvogtreds; sekshundrede og femoghalvtreds,1
764,sekshundrede og syvogtyve; femhundrede og treogtredive,0
765,firehundrede og fireogtredive; firehundrede og femogtredive,1
766,fireogtyve; ethundrede og enogfirs,1
767,niogtyve; firehundrede og seksogfirs,1
768,trehundrede og syvoghalvfjerds; firehundrede og tretten,1
769,firehundrede; sekshundrede og syv,1
770,nihundrede og tooghalvtreds; sekshundrede og elleve,0
771,femhundrede og elleve; femhundrede og otteoghalvfems,1
772,sekshundrede og seksoghalvtreds; ottehundrede og tretten,1
773,nihundrede og toogfirs; femhundrede,0
774,sekshundrede og seksoghalvtreds; trehundrede og otteoghalvfems,0
775,sekshundrede og toogtredive; nihundrede,1
776,tohundrede og elleve; tohundrede og sytten,1
777,ottehundrede og otteogtredive; enoghalvtreds,0
778,femhundrede og enogfyrre; tohundrede og halvfjerds,0
779,firehundrede og treogtreds; firehundrede og femogtreds,1
780,firehundrede og toogfyrre; ethundrede og ti,0
781,tohundrede og treogtreds; sekshundrede og femogfirs,1
782,tohundrede og treds; ethundrede og otteoghalvfems,0
783,syvhundrede og fireoghalvtreds; ottehundrede og niogtyve,1
784,firehundrede og tooghalvfjerds; tohundrede og syvoghalvtreds,0
785,ethundrede og toogtyve; syvhundrede og treogfyrre,1
786,ethundrede og syvoghalvtreds; femhundrede og atten,1
787,trehundrede og tredive; syvhundrede og firs,1
788,ethundrede og nitten; firehundrede og niogfirs,1
789,syvhundrede og femogtreds; ethundrede og otteogtyve,0
790,nihundrede og niogfyrre; ottehundrede og femogfirs,0
791,firehundrede og toogfyrre; toogtreds,0
792,firehundrede og nitten; femhundrede og treds,1
793,syvhundrede og ni; nihundrede og fyrre,1
794,ethundrede og ti; sekshundrede og toogfirs,1
795,syvhundrede og ni; tretten,0
796,syvhundrede og femoghalvtreds; tooghalvfjerds,0
797,femogtredive; ottehundrede og toogfyrre,1
798,firehundrede og tooghalvfems; ethundrede og syvogfirs,0
799,femhundrede og fjorten; tredive,0
800,ottehundrede og nitten; nihundrede og treogtredive,1
801,firehundrede og fireogfirs; ottehundrede og elleve,1
802,sekshundrede og treogfyrre; nihundrede og tooghalvfems,1
803,femhundrede og femogtredive; sekshundrede og fjorten,1
804,trehundrede og toogtreds; tohundrede og seksogfirs,0
805,ottehundrede og nioghalvfems; syvhundrede og niogfyrre,0
806,trehundrede og syvoghalvfjerds; tohundrede og otteogfirs,0
807,nihundrede og treogtyve; firehundrede og sytten,0
808,syvhundrede og treds; nihundrede og treoghalvfems,1
809,femhundrede og niogfirs; trehundrede og fireogtredive,0
810,nihundrede og halvfems; sekshundrede og syvogfirs,0
811,ottehundrede og tyve; trehundrede og femogtredive,0
812,femhundrede og enoghalvfjerds; femhundrede og fireogtreds,0
813,sekshundrede og syvogfirs; tohundrede og treogtreds,0
814,firehundrede og et; trehundrede og fireoghalvfems,0
815,femhundrede og niogtyve; ottehundrede og treds,1
816,firehundrede og treogtredive; syvhundrede og fireogtredive,1
