,nums,labels
0,百六十九; 四百五十九,1
896,八百三十一; 四十二,0
897,五百十; 三百九十八,0
898,百八; 十六,0
899,七百九十六; 六百二十六,0
900,百九十三; 七百六十七,1
901,五百八十三; 二百八十九,0
902,七百四; 九百五十二,1
903,百七十一; 五百二十三,1
904,七百九十三; 九百七十五,1
905,八百七十九; 六十七,0
906,七百三十五; 五百五十七,0
907,五百六十二; 八百四十九,1
908,百三十九; 七百八十,1
909,六百二十八; 六百七十七,1
910,九百十六; 九百七十四,1
911,百八十七; 百二十三,0
912,八百八; 九百七,1
913,二十一; 八百九十五,1
914,七十三; 三十四,0
915,六十; 四百九十二,1
916,六百十八; 八百五十一,1
917,三百十三; 五百八十五,1
918,九百七十九; 百九十五,0
919,六百八十三; 五百八十九,0
920,七百四十七; 三百三十四,0
921,三百六十九; 七十五,0
922,百九十九; 五百三十六,1
923,二百九十六; 九十,0
924,七百七; 九十七,0
925,二百十一; 七百八十三,1
926,八百四十九; 七,0
927,三百二十八; 七百三十六,1
928,二百六十九; 二百四十八,0
929,七百七; 百九十八,0
930,九百四十八; 五十八,0
931,三百十七; 四百十一,1
932,八百八十九; 三百三十,0
933,六百九十二; 二百二十一,0
934,六十八; 三百六十六,1
935,二百二十三; 二百二十八,1
936,三百三十六; 五百二十二,1
937,四百二十七; 三百九,0
938,四百六十三; 二百三十五,0
939,十七; 四百七十四,1
940,四百二十四; 十八,0
941,百三十二; 九百九十二,1
942,五百九; 四百七十七,0
943,四百十; 四百六十五,1
944,四百十三; 六百十八,1
945,六百九十八; 八百二十,1
946,八百八十九; 六百七十三,0
947,二百四十八; 八百九十二,1
948,五百四十六; 四百五十五,0
949,二百二十五; 九百六十三,1
950,九百八十; 九百七十,0
951,八百二十九; 九百二十,1
952,九百二; 九百九十四,1
953,八百八十七; 九百一,1
954,四百八十八; 四十三,0
955,四百三十三; 二百六十五,0
956,六百三十九; 五百七十五,0
957,六百九十八; 四十八,0
958,六百八十三; 五百三十五,0
959,八百四十二; 三百七十七,0
960,二百十五; 三百六十,1
961,四百二十四; 三百九十六,0
962,七; 四百八十五,1
963,七百五十六; 百六十四,0
964,八十五; 五百五十九,1
965,八百七十六; 五百七十三,0
966,四百三十; 七百二十五,1
967,十二; 二百九十九,1
968,二百五十九; 八十六,0
969,九百五十九; 三百三十三,0
970,百十四; 二百八十一,1
971,五百三十四; 七百三十八,1
972,七百七十; 五百九十八,0
973,五百二十二; 二百三十,0
974,五百四十; 九百八十四,1
975,百三十三; 三百八,1
976,六百四十八; 三百五十五,0
977,五百八十六; 九百六十八,1
978,四百六十一; 百十,0
979,二百七十; 七百五十九,1
980,九百十九; 七百九十二,0
981,四百五十四; 二百四十七,0
982,四百六十九; 三十九,0
983,五百八; 百十七,0
984,四百七十五; 五百七十六,1
985,二百六十六; 二百二十一,0
986,九百七十一; 六百二十八,0
987,三十二; 百七十三,1
988,二百一; 六百六十六,1
989,二百二十五; 四百九十六,1
990,二百九; 六百六十八,1
991,七百七十三; 五百六十四,0
992,八百九十七; 五百七十六,0
993,三百七十一; 十五,0
994,六百二十八; 三百五十一,0
995,三百二十五; 七百九十七,1
996,九百七十七; 四百四十九,0
997,八百六十三; 百七十三,0
998,六百九十六; 八百四十,1
999,五百三十六; 四百四十,0
1000,六百五十一; 二百四十一,0
1001,四百九十九; 四百九十五,0
1002,四百四十二; 百十九,0
1003,三百十一; 二百,0
1004,四百八十六; 五百二十三,1
1005,二百六十五; 四百五十四,1
1006,六十三; 二百四十六,1
1007,六百七十; 百五十六,0
1008,五百六十; 三百三,0
1009,六百六十七; 百五十一,0
1010,六百四十三; 二百九十二,0
1011,五百九十三; 八百,1
1012,四百四十一; 二百十二,0
1013,八十五; 五十五,0
1014,四百十六; 五百八十五,1
1015,三百八十四; 三百三,0
1016,五十二; 八百三十一,1
1017,十七; 九百九十六,1
1018,十九; 四百三十三,1
1019,三百三十五; 三百十五,0
1020,六百九十一; 七,0
1021,四百七十四; 五百七十七,1
1022,二百十九; 八百四十三,1
1023,二百五十八; 二百三十六,0
1024,六百八十九; 四百十九,0
1025,二十三; 九百七十六,1
1026,九百八十六; 四百九十,0
1027,四百八; 六百九十三,1
1028,五百四十五; 五百八十一,1
1029,七十五; 九百七,1
1030,三百九十四; 四百二,1
1031,六十七; 三百七十,1
1032,七百四十五; 二百六十五,0
1033,九百二十一; 七百三十六,0
1034,八百七十八; 八百九十九,1
1035,四十四; 三百七十,1
1036,九百二十四; 五百十,0
1037,百六十; 二百八,1
1038,七百六十一; 五百六十三,0
1039,二百五十四; 五百四十二,1
1040,三百四十八; 百六,0
1041,九百四十; 百九十九,0
1042,八百三十六; 六百二十七,0
1043,四百四十六; 二百十六,0
1044,八十九; 四百三十二,1
1045,二百七; 七百十七,1
1046,八百三十四; 二百四十五,0
1047,六百五十八; 五百五十五,0
1048,四十九; 四百二十二,1
1049,八百十; 九百七十五,1
1050,二百六十四; 十一,0
1051,二十三; 七百七十,1
1052,二百二十八; 百一,0
1053,八百八十; 百六十四,0
1054,二百四十二; 五百七十二,1
1055,七百八十一; 七十七,0
1056,九百四十一; 五百三十五,0
1057,九百六; 八百十九,0
1058,八百六; 百九十八,0
1059,三百八十五; 七十八,0
1060,八百九十八; 七百四十三,0
1061,六百九十; 六百五十一,0
1062,三百十七; 四十二,0
1063,七百六十八; 四十一,0
1064,九百六十七; 七百八十一,0
1065,二百三十一; 六百二十五,1
1066,八百二十七; 七百八十九,0
1067,五百三十二; 七百九十四,1
1068,六百三十七; 二百八十五,0
1069,二百二十八; 七百八十六,1
1070,五百六十六; 八百二十八,1
1071,三百八十二; 九百七十五,1
1072,三百; 八百四,1
1073,五十; 九百十一,1
1074,百四十六; 三百六十七,1
1075,八百十九; 八百十三,0
1076,八百一; 八百八十九,1
1077,三百七十; 九百六十六,1
1078,九百八十七; 七百七十五,0
1079,百十八; 三百八十八,1
1080,四百六十八; 八百五,1
1081,八百九; 二百七十三,0
1082,二百七十三; 五十二,0
1083,百四; 六百五十七,1
1084,二百七十五; 百十,0
1085,二百二十九; 二百七十四,1
1086,四百九; 八百七十三,1
1087,四百六十二; 三百七十,0
1088,七百八十九; 六十二,0
1089,七百八十三; 七百九十,1
1090,六百九十; 七百四,1
1091,五百十九; 百八十一,0
1092,七百七十二; 四百五十九,0
1093,百二十; 九百二十四,1
1094,三百八十; 九百八十五,1
1095,七百四十九; 五百八十四,0
1096,二十五; 七百十八,1
1097,二百五; 五十三,0
1098,五百八十八; 七百九十八,1
1099,八百三; 三百,0
1100,五百五十六; 五百八十四,1
1101,七十二; 五十一,0
1102,七百九; 六百五十七,0
1103,二百四十五; 九百九十六,1
1104,五百三十三; 二百十,0
1105,百九十三; 八百五十七,1
1106,三十七; 百七十八,1
1107,七十七; 五十四,0
1108,百二十九; 四百九,1
1109,三十七; 七百四十一,1
1110,百八十; 五百九十一,1
1111,八百三十; 三百四十一,0
1112,四百五十七; 七十六,0
1113,八百二十; 二百二十七,0
1114,九百九十三; 四百七十五,0
1115,五百五十一; 八百二十九,1
1116,九百; 七百四十一,0
1117,百三十五; 百三十六,1
1118,三百十七; 六百十一,1
1119,百五十二; 九百七十七,1
1120,五百六十四; 八百六十九,1
1121,六百二十七; 百四,0
1122,三百五十九; 四百八十八,1
1123,百五十六; 六百四十,1
1124,二百九十八; 九百八十七,1
1125,二十七; 五百六十八,1
1126,三十五; 六百十,1
1127,四百六十一; 三百三十九,0
1128,八百三十九; 五百八十五,0
1129,二百二十; 三百八十四,1
1130,八百三十; 二百七十,0
1131,五百四十五; 九百八十九,1
1132,五百五十九; 二百三十一,0
1133,六百二十九; 六百一,0
1134,九百七十二; 五百三,0
1135,九百四十九; 五十一,0
1136,六百九十二; 八百六,1
1137,七百二十四; 八百七十八,1
1138,十; 四百五十九,1
1139,三百四十; 六百七,1
1140,百十九; 五十四,0
1141,四百四十四; 四百二十四,0
1142,七百三十三; 七百三十五,1
1143,四百四十六; 五百九十二,1
1144,八百五十六; 三百三十三,0
1145,百五十九; 二百五,1
1146,三百五十一; 八百六,1
1147,五百九十三; 六百四十三,1
1148,七百二十二; 五十九,0
1149,七; 七十一,1
1150,二百三十八; 二百六十八,1
1151,四百七十; 八百九十二,1
1152,六百四十; 九百三十二,1
1153,六十九; 六百六十八,1
1154,六百十四; 六百十二,0
1155,五百三十三; 五百六十一,1
1156,五百七十一; 六百十二,1
1157,十三; 八百五十八,1
1158,千; 三百九十九,0
1159,二百八十五; 四百八十六,1
1160,九百三十二; 五百九十六,0
1161,七百二十六; 八百三十,1
1162,八百八十五; 四百九十二,0
1163,三百十四; 三百五十三,1
1164,五百十八; 三百四十六,0
1165,六十六; 七百三十九,1
1166,二百六十八; 四百三十六,1
1167,二百五十; 百四十四,0
1168,九百六十五; 五百七十九,0
1169,四百四十六; 三百三十三,0
1170,三百二十八; 八百八十一,1
1171,百六十二; 三百七,1
1172,六百六十; 八百八十五,1
1173,五百七十八; 八百二十九,1
1174,五百七十四; 二百三十,0
1175,五百三十; 九十八,0
1176,四百十七; 百八十四,0
1177,七百九十二; 八百七十八,1
1178,六百十二; 五百十四,0
1179,百八十三; 六百七十八,1
1180,九百十四; 二百三十三,0
1181,三百四十一; 四百三十七,1
1182,三百七十四; 四百五十八,1
1183,四百三十五; 三百四十三,0
1184,三百二十四; 五百六十八,1
1185,九百四十; 七百八十六,0
1186,八; 二百一,1
1187,八百三; 二十九,0
1188,五百十九; 三百三十八,0
1189,八百五十二; 四十四,0
1190,九百十七; 二百三十二,0
1191,八百六十二; 四百五十,0
1192,七十; 七百三十三,1
1193,八百十三; 二百七十五,0
1194,百四十四; 六百四十一,1
1195,四十七; 六百七十九,1
1196,六百五十九; 九百五十八,1
1197,五百十八; 二百六,0
1198,二百二十八; 九百九十二,1
1199,百八十二; 四百四十五,1
1200,六百三; 四百七十九,0
1201,十七; 八百八十七,1
1202,百十一; 六百六十二,1
1203,六百二十一; 百三十二,0
1204,七百五十七; 七百七十八,1
1205,百六十四; 百二十六,0
1206,三百十九; 四百六十五,1
1207,七百四十七; 四百九十五,0
1208,三百九十; 八百七十二,1
1209,五百七十二; 百四十七,0
1210,四百二十四; 百八十二,0
1211,七百二十三; 六百五十,0
1212,六百二十三; 三百三十七,0
1213,九百五十一; 七百十五,0
1214,二百三十八; 五百四十五,1
1215,四百二十五; 五百八十四,1
1216,六百七; 七百二十九,1
1217,百九十; 七百十五,1
1218,四百二十六; 三百四十八,0
1219,五百七十三; 三百八十四,0
1220,二百六十四; 九百三十五,1
1221,五百三十七; 二百三,0
1222,二百三十三; 七百六十九,1
1223,五百三十九; 百二十九,0
1224,四十六; 六百八十一,1
1225,百七十七; 三百七十六,1
1226,四百九十五; 二百七十一,0
1227,二百五十三; 三百二十八,1
1228,百九十七; 百五十二,0
1229,三百三十四; 二百三十三,0
1230,四百三十六; 二百三十二,0
1231,五十八; 五百二十二,1
1232,五百七十七; 八百六十七,1
1233,三百六十四; 五百一,1
1234,九百十一; 七百四十,0
1235,四百四十九; 四百二十,0
1236,百五十七; 三百九十五,1
1237,二百七十六; 二百五,0
1238,八百八十八; 六百三十三,0
1239,八百六; 六百二十八,0
1240,五百八十七; 六百十六,1
1241,九百九十二; 四百九十五,0
1242,五百四十四; 百三,0
1243,三百六; 四百五十四,1
1244,四十八; 六百四十,1
1245,六百二十八; 二百九十七,0
1246,六百五十七; 四百一,0
1247,九百十六; 四百七十五,0
1248,百四十三; 百九十九,1
1249,四百九十四; 六百五十,1
1250,四百六十八; 七百七,1
1251,三百四十四; 百八十,0
1252,百十三; 二十九,0
1253,百八十三; 八百四十一,1
1254,九百九十; 七十八,0
1255,六十一; 八百五十一,1
1256,百四十八; 六百二十八,1
1257,九百三十; 八百九十二,0
1258,八百二十九; 十三,0
1259,百八十四; 五百九十,1
1260,三百二十四; 三百二十六,1
1261,百九十五; 三百二,1
1262,六百四十八; 二百九十四,0
1263,五百四十四; 七百六十一,1
1264,四百九十五; 百三十六,0
1265,九百九十二; 四百八,0
1266,九十七; 百四十一,1
1267,八百八十八; 六百十四,0
1268,三百七十九; 九百三十八,1
1269,四百二十二; 三百二十二,0
1270,八百四十七; 九百四,1
1271,八百九十九; 二百九十八,0
1272,四百六十四; 八百六,1
1273,七百八十一; 三百三十二,0
1274,八百九十四; 三十八,0
1275,四百四十一; 七十五,0
1276,八百九十; 百八十七,0
1277,八十; 八百七十,1
1278,四百七十三; 三百八十四,0
1279,二百十六; 十八,0
1280,八百九十四; 九百六十三,1
1281,四百六十五; 百九十六,0
1282,七百六十七; 七百二十八,0
1283,七十二; 七百八,1
1284,九百十一; 四百七十二,0
1285,二百二十六; 五百八十二,1
1286,五百四十六; 四百五十一,0
1287,九百十九; 六百四十三,0
1288,六百五; 四百三十四,0
1289,八百八十三; 三百一,0
