,sents,labels
0,syvhundrede og fire; trehundrede og fem,0
490,tolv; trehundrede og enogfirs,1
491,niogtredive; ethundrede og treogfyrre,1
492,firehundrede og syvoghalvfjerds; tohundrede og et,0
493,firehundrede og fjorten; trehundrede og elleve,0
494,ethundrede og fireogtyve; seksogtyve,0
495,firehundrede og syvogfirs; trehundrede og fireogtredive,0
496,femhundrede og treogtreds; firehundrede og syvoghalvfems,0
497,nihundrede og syvogtyve; fireogfyrre,0
498,ottehundrede og enogfirs; firehundrede og fireogfirs,0
499,tohundrede og enoghalvfems; firehundrede og otteogtyve,1
500,nihundrede og femoghalvfjerds; firehundrede og elleve,0
501,syvhundrede og femogfirs; sekshundrede og treogfyrre,0
502,ottehundrede og treoghalvfjerds; ottehundrede og fire,0
503,firehundrede; nihundrede og seksogtredive,1
504,ottehundrede og femoghalvfjerds; ethundrede og toogtredive,0
505,tredive; ottehundrede og halvtreds,1
506,femhundrede og treds; sekshundrede og femogtredive,1
507,firehundrede og seksogtreds; nihundrede og et,1
508,ethundrede og ni; nihundrede og seks,1
509,firehundrede og fireogtyve; nihundrede og enogtyve,1
510,trehundrede og fem; nihundrede og to,1
511,firehundrede og treoghalvfjerds; sekshundrede og femogfyrre,1
512,firehundrede og seksoghalvtreds; treogtyve,0
513,ethundrede og treogtredive; ottehundrede og enoghalvfjerds,1
514,sekshundrede og treoghalvfjerds; tohundrede og femogtyve,0
515,sekshundrede og seksogtyve; syvhundrede og syvogtreds,1
516,ethundrede og enogtreds; tohundrede og tooghalvfjerds,1
517,femten; ottehundrede og halvfjerds,1
518,tohundrede og fireogtreds; syvogtyve,0
519,ethundrede og tretten; syv,0
520,sekshundrede og halvfems; ethundrede og seksoghalvfems,0
521,nihundrede og fireogtreds; femhundrede,0
522,tretten; nihundrede og fireoghalvtreds,1
523,sekshundrede og otteogfyrre; syvhundrede og tredive,1
524,tohundrede og niogfirs; firehundrede og enogtreds,1
525,sekshundrede og halvtreds; ottehundrede og seks,1
526,tohundrede og fireoghalvfjerds; ethundrede og fireogtreds,0
527,tohundrede og tredive; ottehundrede og treoghalvfems,1
528,treogtredive; ettusind,1
529,femhundrede og tretten; firehundrede og syv,0
530,syvhundrede og femogtredive; syvhundrede og femogfirs,1
531,firehundrede og fireoghalvtreds; ottehundrede og tyve,1
532,femhundrede og fireogfyrre; ethundrede og femoghalvfjerds,0
533,nihundrede og syvoghalvfems; firehundrede og toogtredive,0
534,nihundrede og femoghalvfjerds; sekshundrede og tyve,0
535,trehundrede og fireogtyve; tohundrede og nioghalvfjerds,0
536,sekshundrede og tyve; trehundrede og otteogtreds,0
537,ottehundrede og tretten; trehundrede og fem,0
538,firehundrede og tolv; syvhundrede og tyve,1
539,tohundrede og nitten; trehundrede og treogfirs,1
540,syvhundrede og enoghalvtreds; trehundrede og fireogtyve,0
541,firehundrede og femogtredive; ottehundrede og femoghalvtreds,1
542,syvhundrede og femogtyve; syvhundrede og otteoghalvfjerds,1
543,toogfyrre; ethundrede og tooghalvfjerds,1
544,nitten; sekshundrede og fyrre,1
545,syvhundrede og et; sekshundrede og seks,0
546,trehundrede og toogtreds; femhundrede og syvoghalvtreds,1
547,tohundrede og nioghalvfems; ethundrede og niogfyrre,0
548,tohundrede og femogfyrre; ethundrede og nioghalvfjerds,0
549,firehundrede og et; trehundrede og fireoghalvfems,0
550,syvhundrede og tretten; femhundrede og seks,0
551,ottehundrede og treogtyve; sekshundrede og fireogtredive,0
552,nihundrede og fem; sekshundrede og tooghalvtreds,0
553,syvogtreds; nihundrede og fireogtyve,1
554,femhundrede og tooghalvfems; trehundrede og halvfjerds,0
555,sekshundrede og tooghalvtreds; tohundrede og syvogtyve,0
556,fireogtyve; femhundrede og tolv,1
557,tohundrede og seksogfyrre; firehundrede og treogfirs,1
558,sekshundrede og enogfyrre; ethundrede og otteoghalvfjerds,0
559,syvhundrede og treoghalvtreds; syvhundrede og tre,0
560,femhundrede og otte; treoghalvtreds,0
561,nihundrede og tooghalvtreds; otteogtreds,0
562,otteoghalvtreds; nihundrede og syv,1
563,tohundrede og otteogfirs; niogtredive,0
564,ethundrede og tooghalvfems; syvoghalvfjerds,0
565,syvhundrede og femogfyrre; femogtreds,0
566,nihundrede og seksogfyrre; ottehundrede og toogtreds,0
567,sekshundrede og niogfyrre; syvhundrede og niogtyve,1
568,femhundrede og seksten; ni,0
569,ottehundrede og fyrre; femhundrede og treoghalvfems,0
570,femhundrede og ti; firehundrede og fireoghalvtreds,0
571,femhundrede og seksogtredive; firehundrede og femoghalvfjerds,0
572,trehundrede og ni; ethundrede og tyve,0
573,nihundrede og treogfirs; tolv,0
574,syvhundrede og syvogfirs; syvhundrede og to,0
575,sekshundrede og syvogtyve; syvhundrede og atten,1
576,trehundrede og femogfyrre; sekshundrede og fireogfirs,1
577,ottehundrede og otteogtreds; syvhundrede og halvfems,0
578,nihundrede og toogtyve; ethundrede og sytten,0
579,sekshundrede og seksogtredive; femhundrede og treoghalvtreds,0
580,syvhundrede og nioghalvfems; syvogtreds,0
581,tohundrede og toogtyve; syvhundrede og toogtredive,1
582,ethundrede og syvogfyrre; ethundrede og enogtredive,0
583,sekshundrede og toogfirs; femhundrede og enoghalvfems,0
584,tohundrede og enoghalvfjerds; tohundrede og seks,0
585,sekshundrede og nioghalvtreds; nihundrede og otteoghalvfems,1
586,firehundrede og seks; syvogfirs,0
587,femhundrede og tooghalvfjerds; ottehundrede og enogfirs,1
588,trehundrede og tre; ethundrede og syvogtredive,0
589,nihundrede og otteogfyrre; ethundrede og sytten,0
590,trehundrede og treds; ethundrede og seksoghalvtreds,0
591,nihundrede og otteoghalvfems; ethundrede og toogtredive,0
592,syvhundrede og toogtredive; nihundrede og tooghalvfjerds,1
593,sekshundrede og niogfyrre; femhundrede og toogtyve,0
594,femhundrede og firs; femten,0
595,syvhundrede og enoghalvfems; treogtredive,0
596,femhundrede og otteogtyve; nihundrede og tretten,1
597,femhundrede og femten; firehundrede og femoghalvfems,0
598,syvhundrede og femogfyrre; ottehundrede og toogfyrre,1
599,ottehundrede og fyrre; nihundrede og syvoghalvtreds,1
600,ottehundrede og femogtreds; firehundrede og seksoghalvfems,0
601,syvhundrede og seksogtredive; firehundrede og femogfyrre,0
602,nioghalvtreds; ottehundrede og syvogtreds,1
603,tohundrede og enoghalvfjerds; syvhundrede og femogfirs,1
604,firehundrede og syv; ethundrede og femoghalvfjerds,0
605,tohundrede og enoghalvtreds; trehundrede og niogtreds,1
606,ethundrede og firs; femhundrede og syvogtredive,1
607,niogfirs; nihundrede og tolv,1
608,seksoghalvfjerds; femhundrede og seksoghalvfjerds,1
609,tohundrede og nioghalvfems; nihundrede og fireogtyve,1
610,ethundrede og enoghalvfjerds; trehundrede og femogfirs,1
611,ethundrede og treoghalvfems; tohundrede og enoghalvtreds,1
612,nihundrede og toogtyve; sekshundrede og fireogfyrre,0
613,ethundrede og seksogtyve; ottehundrede og treoghalvtreds,1
614,sekshundrede og enogfyrre; niogfirs,0
615,tohundrede og tooghalvtreds; ottehundrede og femogtyve,1
616,firehundrede og nioghalvtreds; nihundrede og niogtreds,1
617,firehundrede og enogfyrre; toogtyve,0
618,nihundrede og otteoghalvfems; nihundrede og fireoghalvfjerds,0
619,femhundrede og seksogfirs; ethundrede og otteogtredive,0
620,trehundrede og fireoghalvfjerds; femhundrede og seksogfirs,1
621,ethundrede og enogfyrre; trehundrede og treoghalvtreds,1
622,syvhundrede og femten; firehundrede og enoghalvfems,0
623,ottehundrede og syvoghalvfems; firehundrede og fyrre,0
624,nihundrede og syvoghalvtreds; ottehundrede og atten,0
625,sekshundrede og femogtreds; trehundrede og tre,0
626,ottehundrede og otteoghalvtreds; treoghalvtreds,0
627,nihundrede og fireoghalvfems; nihundrede og toogfyrre,0
628,sekshundrede og nitten; firehundrede og syvogtyve,0
629,syvhundrede og syvogtyve; tohundrede og tyve,0
630,nihundrede og seksten; firehundrede og femogfirs,0
631,femogtredive; syvhundrede og fireoghalvtreds,1
632,ethundrede og enoghalvfems; firehundrede og tooghalvtreds,1
633,ottehundrede og seksoghalvfems; tolv,0
634,ethundrede og nioghalvfjerds; ottehundrede og seksoghalvfjerds,1
635,trehundrede og treogtyve; tohundrede og tooghalvfjerds,0
636,enogfyrre; syvhundrede og enogtredive,1
637,nihundrede og treoghalvtreds; nihundrede og toogtreds,1
638,femhundrede og fireoghalvtreds; syvhundrede og nioghalvfjerds,1
639,femogtyve; ethundrede og seksoghalvtreds,1
640,firehundrede og syvoghalvfjerds; firehundrede,0
641,ottehundrede og femogfirs; trehundrede og fyrre,0
642,syvhundrede og fjorten; firehundrede og nioghalvtreds,0
643,ottehundrede og syvoghalvtreds; nihundrede og seksoghalvfjerds,1
644,enogfyrre; ottehundrede og syvogfyrre,1
645,nihundrede og seksogfyrre; firehundrede og otteogfyrre,0
646,syvhundrede og tre; ottehundrede og nioghalvfjerds,1
647,ethundrede og halvfjerds; firehundrede og fjorten,1
648,ottehundrede og femoghalvtreds; femhundrede og treogtyve,0
649,nihundrede og tooghalvfems; trehundrede og syvoghalvfjerds,0
650,syvhundrede og sytten; ethundrede og seksogtreds,0
651,sytten; tohundrede og femogtredive,1
652,sekshundrede og seksogtredive; ottehundrede og treoghalvfjerds,1
653,tohundrede og firs; femhundrede og syvogtyve,1
654,firehundrede og treoghalvfems; niogtreds,0
655,syvhundrede og otteogfyrre; femhundrede og niogtredive,0
656,firehundrede og fireogtyve; ottehundrede og nioghalvtreds,1
657,nihundrede og treogfirs; ethundrede og femogfyrre,0
658,trehundrede og seksogtyve; tohundrede og femogfirs,0
659,trehundrede og tolv; sekshundrede og enogtredive,1
660,tohundrede og treogtyve; syvhundrede og niogfirs,1
661,nihundrede og ni; nihundrede og seksogtreds,1
662,tohundrede og otteoghalvtreds; ottehundrede og femogtreds,1
663,trehundrede og syvogfirs; femhundrede og treogfirs,1
664,sekshundrede og syvoghalvfems; nihundrede og otteogfyrre,1
665,ethundrede og syvogfyrre; femhundrede og tredive,1
666,trehundrede og syvoghalvtreds; sekshundrede og niogtredive,1
667,nihundrede og syv; tohundrede og tretten,0
668,fireoghalvfems; ethundrede og femogfyrre,1
669,firehundrede og treogfyrre; sekshundrede og syvogtreds,1
670,sekshundrede og niogfirs; tohundrede og syvogtreds,0
671,nihundrede og enoghalvtreds; trehundrede og enogtredive,0
672,nihundrede og fireogtyve; ottehundrede og nioghalvfjerds,0
673,firehundrede og toogtredive; ethundrede og syvogtyve,0
674,trehundrede og enogtredive; syvhundrede og seksoghalvfems,1
675,otte; ethundrede og tredive,1
676,syvhundrede og treds; fem,0
677,tohundrede og niogtyve; ethundrede og fireogfyrre,0
678,sekshundrede og otte; sekshundrede og treoghalvfems,1
679,trehundrede og seksoghalvtreds; femhundrede og enogtreds,1
680,ethundrede og nioghalvfems; trehundrede og nitten,1
681,nioghalvtreds; ethundrede og enoghalvfems,1
682,firehundrede og otteoghalvfems; syvhundrede og et,1
683,ethundrede og toogfyrre; nihundrede og otteogtreds,1
684,syvhundrede og tredive; trehundrede og tre,0
685,ottehundrede og nioghalvfjerds; femhundrede og halvtreds,0
686,ottehundrede og femogtyve; firehundrede og syvogtredive,0
687,syvhundrede og enoghalvfjerds; tohundrede og niogtredive,0
688,syvhundrede og seksogfyrre; nihundrede og halvfjerds,1
689,nihundrede og seksogtyve; syvhundrede og otteogtreds,0
690,tohundrede og seksogfirs; nihundrede og syvogtreds,1
691,otteoghalvtreds; trehundrede og otteogfyrre,1
692,sekshundrede og tolv; firehundrede og femten,0
693,nihundrede og nioghalvfems; nihundrede og toogtreds,0
694,trehundrede og enogfyrre; syvhundrede og otteoghalvfjerds,1
695,ethundrede og nioghalvfems; syvhundrede og toogtredive,1
696,ethundrede og seksogfirs; nihundrede og syvoghalvfems,1
697,ottehundrede og niogtredive; ottehundrede og syvogtredive,0
698,femhundrede og niogfirs; firehundrede og niogtredive,0
699,ethundrede og syvoghalvtreds; trehundrede og seksoghalvfems,1
700,ottehundrede og fireoghalvtreds; sekshundrede og elleve,0
701,ottehundrede og treds; firs,0
702,ethundrede og enoghalvfjerds; firehundrede og syvoghalvfems,1
703,sekshundrede og syvoghalvtreds; fireogfirs,0
704,halvfjerds; femhundrede og fireogtyve,1
705,ethundrede og enoghalvfjerds; syvhundrede og firs,1
706,sekshundrede og halvfems; sekshundrede og toogtredive,0
707,ottehundrede og seksogfyrre; trehundrede og niogtreds,0
708,trehundrede og fireoghalvfems; femhundrede og treogtredive,1
709,sekshundrede og treogfirs; trehundrede og fireogtyve,0
710,femhundrede og treoghalvfems; tohundrede og femogtyve,0
711,nihundrede og fireoghalvtreds; seksogfirs,0
712,femogtreds; femhundrede og otteogfyrre,1
713,ethundrede og fireogfirs; ethundrede og femoghalvfjerds,0
714,nihundrede og treogfyrre; femhundrede og atten,0
715,sekshundrede og seks; firehundrede og sytten,0
716,sekshundrede og tolv; femhundrede og niogtreds,0
717,sekshundrede og niogfyrre; femhundrede og seksoghalvfjerds,0
718,syvhundrede og femogtyve; sekshundrede og femten,0
719,sekshundrede og fireogfirs; syvhundrede og fireogtredive,1
720,ottehundrede og tyve; femhundrede og et,0
721,nihundrede og fireogfirs; sekshundrede og enogfirs,0
722,trehundrede og seksoghalvfjerds; firehundrede og treogtredive,1
723,femhundrede og enogtreds; tohundrede og nitten,0
724,trehundrede og ti; ethundrede og otte,0
725,femhundrede og toogtredive; trehundrede og tooghalvfems,0
726,seks; nihundrede og otteogfyrre,1
727,nihundrede og halvfjerds; nihundrede og syvogfirs,1
728,syvhundrede og otteoghalvfems; femhundrede og sytten,0
729,femhundrede og syv; ottehundrede og enogtredive,1
730,firehundrede og seksoghalvfems; femhundrede og fireogtredive,1
731,nihundrede og enoghalvfjerds; trehundrede og enoghalvfjerds,0
732,ethundrede og nitten; syvhundrede og ti,1
733,ottehundrede og femten; trehundrede og seksten,0
734,tohundrede og fire; fjorten,0
735,tohundrede og enoghalvfems; nihundrede og fireogtyve,1
736,firehundrede og enoghalvfems; tre,0
737,ottehundrede og seksoghalvfjerds; trehundrede og treogtreds,0
738,ethundrede og femogtreds; ottehundrede og syv,1
739,femhundrede og otteogtyve; syvhundrede og seksoghalvfjerds,1
740,nihundrede og seksogtreds; ethundrede og treogfirs,0
741,trehundrede og syvoghalvtreds; firehundrede og femogtreds,1
742,tohundrede og syvoghalvtreds; syvhundrede og toogfyrre,1
743,otte; firehundrede og tooghalvtreds,1
744,ethundrede og fireoghalvfems; firehundrede og treogtyve,1
745,syvhundrede og sytten; ottehundrede og otte,1
746,trehundrede og femogfirs; ti,0
747,tohundrede og elleve; tohundrede og seksoghalvfjerds,1
748,tohundrede og seksogtyve; ottehundrede og treoghalvtreds,1
749,femhundrede og tretten; trehundrede og seksogfyrre,0
750,trehundrede og nitten; syvhundrede og syvoghalvtreds,1
751,sekshundrede og tooghalvfems; trehundrede og femoghalvfjerds,0
752,tohundrede og femoghalvfems; syvhundrede og seksogtyve,1
753,ethundrede og syvoghalvfems; trehundrede og seksogtyve,1
754,sekshundrede og femoghalvfjerds; syvhundrede og toogtreds,1
755,sekshundrede og otteogtredive; tohundrede og nioghalvtreds,0
756,nihundrede og treds; sekshundrede og fireoghalvfjerds,0
757,ottehundrede og treogfyrre; firehundrede og femoghalvtreds,0
758,tohundrede og femoghalvtreds; ottehundrede og enoghalvfjerds,1
759,femhundrede og fireogfyrre; ethundrede og treoghalvtreds,0
760,trehundrede og fireoghalvfjerds; sekshundrede og fire,1
761,ottehundrede og elleve; trehundrede og seksogtreds,0
762,syvhundrede og femoghalvtreds; nihundrede og tyve,1
763,tohundrede og fireoghalvfjerds; femhundrede og fireoghalvfems,1
764,trehundrede og halvfjerds; femhundrede og fireoghalvfems,1
765,ethundrede og otteoghalvfjerds; nihundrede og syv,1
766,trehundrede og ni; nihundrede og seksoghalvtreds,1
767,sekshundrede og fireogtreds; femhundrede og niogtyve,0
768,tohundrede og toogfirs; syvhundrede og syv,1
769,trehundrede og enogfirs; femhundrede og tolv,1
770,trehundrede og nitten; ottehundrede og ti,1
771,sekshundrede og syvoghalvtreds; femoghalvfjerds,0
772,tohundrede og treogtredive; tohundrede og seksogtreds,1
773,syvhundrede og syvoghalvtreds; ethundrede og otte,0
774,ethundrede og seksogfyrre; ottehundrede og treds,1
775,firehundrede og tredive; nihundrede og ni,1
776,femhundrede og halvfjerds; syvhundrede og syvoghalvtreds,1
777,syvhundrede; firehundrede og tre,0
778,tohundrede og femogtredive; nihundrede og tooghalvtreds,1
779,firs; tohundrede og et,1
780,nihundrede og treogfirs; syvhundrede og seksoghalvtreds,0
781,otte; tohundrede og syvogfirs,1
782,nihundrede og femten; femhundrede og otteogfirs,0
783,femhundrede og fyrre; femhundrede og femogfirs,1
784,tohundrede og fireogtyve; tohundrede og otteogfyrre,1
785,syvhundrede og enoghalvtreds; firehundrede og fire,0
786,nihundrede og fireogtreds; firehundrede og niogtyve,0
787,sekshundrede og femogtyve; nihundrede og syvogtredive,1
788,ethundrede og tooghalvtreds; ethundrede og tredive,0
789,sekshundrede og otteogfyrre; tohundrede og niogfyrre,0
790,sekshundrede og syvogtredive; niogfyrre,0
791,syvhundrede og tooghalvtreds; toogfirs,0
792,syvhundrede og treogfirs; trehundrede og tredive,0
793,syvoghalvfems; seksoghalvfems,0
794,tohundrede og seksogfirs; sekshundrede og syvogtreds,1
795,syvhundrede og elleve; trehundrede og tooghalvtreds,0
796,sekshundrede og otteoghalvtreds; tohundrede og otteogfyrre,0
797,sekshundrede og enoghalvtreds; ethundrede og femoghalvfems,0
798,ethundrede og fem; fjorten,0
799,ottehundrede og halvtreds; trehundrede og seks,0
800,firehundrede og fireogtyve; firehundrede og enoghalvfems,1
801,ottehundrede og tolv; sekshundrede og niogtredive,0
802,tohundrede og to; sekshundrede og seksten,1
803,sekshundrede og halvfems; trehundrede og fire,0
804,sekshundrede og fireoghalvfems; trehundrede og otteoghalvtreds,0
805,ethundrede og fyrre; femhundrede og firs,1
806,femhundrede og tooghalvtreds; femhundrede og treogtreds,1
807,nihundrede og sytten; ottehundrede og syvogfirs,0
808,syvhundrede og fireogfirs; sekshundrede og seksoghalvtreds,0
809,ethundrede og halvfjerds; nihundrede og fireogtyve,1
810,trehundrede og seks; nihundrede og toogtreds,1
811,tohundrede og toogtredive; tre,0
812,firehundrede og seksogtreds; nihundrede og femoghalvfjerds,1
813,trehundrede og halvtreds; nihundrede og ni,1
814,tohundrede og nioghalvfems; tohundrede og femogfirs,0
815,femhundrede og nitten; sekshundrede og femogfyrre,1
816,ottehundrede og fjorten; ethundrede og ni,0
